INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,CLOSE_prev,PRICE_CHANGE,PRICE_CHANGE_PCT,OPEN_INT,OPEN_INT_prev,CHG_IN_OI,OI_CHANGE_PCT,OI_PATTERN
FUTSTK,GUJGASLTD,30-Jan-2025,,498.35,489.95,8.400000000000034,1.714460659250951,5752500,5647500,105000,1.859229747675963,Long Build-up
FUTSTK,SUNTV,30-Jan-2025,,650.05,651.3,-1.25,-0.1919238446184554,4093500,4116750,-23250,-0.5647658954272181,Long Unwinding
FUTSTK,ADANIPORTS,30-Jan-2025,,1164.45,1155.2,9.25,0.8007271468144044,25990400,25870800,119600,0.46229726177775715,Long Build-up
FUTSTK,ACC,30-Jan-2025,,2013.85,1995.4,18.449999999999818,0.9246266412749232,3657600,3711900,-54300,-1.4628626848783641,Short Covering
FUTSTK,LICI,30-Jan-2025,,858.3,847.75,10.549999999999955,1.2444706576231146,4848400,4914525,-66125,-1.3455013455013456,Short Covering
FUTSTK,HCLTECH,30-Jan-2025,,1790.35,1780.95,9.399999999999864,0.5278081922569339,16345350,16537150,-191800,-1.1598129060932505,Short Covering
FUTSTK,APOLLOHOSP,30-Jan-2025,,6832.0,6797.0,35.0,0.5149330587023687,1790500,1833625,-43125,-2.351898561592474,Short Covering
FUTSTK,BATAINDIA,30-Jan-2025,,1307.15,1301.65,5.5,0.4225406215188414,2972250,2968875,3375,0.11367942402425162,Long Build-up
FUTSTK,ONGC,30-Jan-2025,,267.1,264.07,3.0300000000000296,1.1474230317718899,101861375,103004825,-1143450,-1.1100936291091217,Short Covering
FUTSTK,ATUL,30-Jan-2025,,6715.25,6775.0,-59.75,-0.8819188191881919,628100,617000,11100,1.7990275526742303,Short Build-up
FUTSTK,CANBK,30-Jan-2025,,97.95,97.74,0.21000000000000796,0.21485573971762634,239618250,243918000,-4299750,-1.7627850343148108,Short Covering
FUTSTK,DRREDDY,30-Jan-2025,,1308.5,1301.15,7.349999999999909,0.5648849095031249,12735625,12910625,-175000,-1.3554727211114876,Short Covering
FUTSTK,SUNPHARMA,30-Jan-2025,,1787.25,1765.3,21.950000000000045,1.243414717045264,15524950,15678950,-154000,-0.9822086300421904,Short Covering
FUTSTK,CYIENT,30-Jan-2025,,1738.1,1732.4,5.699999999999818,0.32902332024935455,1214100,1243800,-29700,-2.3878437047756873,Short Covering
FUTSTK,TECHM,30-Jan-2025,,1663.5,1689.3,-25.799999999999955,-1.527259811756346,13771200,12825000,946200,7.377777777777777,Short Build-up
FUTSTK,TVSMOTOR,30-Jan-2025,,2306.1,2286.8,19.299999999999727,0.8439741122966471,10537800,10632650,-94850,-0.8920635965634156,Short Covering
FUTSTK,KEI,30-Jan-2025,,4096.9,4073.95,22.949999999999818,0.5633353379398328,532950,513150,19800,3.858520900321544,Long Build-up
FUTSTK,IRCTC,30-Jan-2025,,781.85,766.15,15.700000000000045,2.0492070743327084,15223250,15381625,-158375,-1.0296376358154617,Short Covering
FUTSTK,BAJAJFINSV,30-Jan-2025,,1686.95,1701.95,-15.0,-0.8813419900702135,14043500,14233500,-190000,-1.3348789826817016,Long Unwinding
FUTSTK,COFORGE,30-Jan-2025,,8664.25,8763.35,-99.10000000000036,-1.1308460805513914,2097300,2099475,-2175,-0.10359732790340442,Long Unwinding
FUTSTK,MUTHOOTFIN,30-Jan-2025,,2156.25,2184.05,-27.800000000000182,-1.2728646322199666,2965325,3045075,-79750,-2.618983112074415,Long Unwinding
FUTSTK,TATAPOWER,30-Jan-2025,,374.3,369.55,4.75,1.2853470437017995,78416100,79627050,-1210950,-1.52077717308377,Short Covering
FUTSTK,ULTRACEMCO,30-Jan-2025,,10604.2,10653.5,-49.29999999999927,-0.462758717792268,2219150,2278900,-59750,-2.6218789766992847,Long Unwinding
FUTSTK,BAJFINANCE,30-Jan-2025,,7203.9,7270.75,-66.85000000000036,-0.9194374720627221,8860000,8925750,-65750,-0.7366327759572024,Long Unwinding
FUTSTK,TATACONSUM,30-Jan-2025,,957.0,937.55,19.450000000000045,2.074556023678742,13343472,13503528,-160056,-1.1852902441495288,Short Covering
FUTSTK,CGPOWER,30-Jan-2025,,648.7,629.2,19.5,3.099173553719008,6376375,6798325,-421950,-6.206675909139384,Short Covering
FUTSTK,ASTRAL,30-Jan-2025,,1507.15,1505.0,2.150000000000091,0.1428571428571489,5308288,5254339,53949,1.0267514144024585,Long Build-up
FUTSTK,ICICIBANK,30-Jan-2025,,1229.65,1252.95,-23.299999999999955,-1.859611317291189,80343900,80326400,17500,0.02178611266034579,Short Build-up
FUTSTK,DMART,30-Jan-2025,,3631.5,3605.75,25.75,0.7141371420647578,3728550,3730800,-2250,-0.06030878095850756,Short Covering
FUTSTK,CAMS,30-Jan-2025,,4405.45,4435.3,-29.850000000000364,-0.6730097174937516,750750,725375,25375,3.4981905910735827,Short Build-up
FUTSTK,M&MFIN,30-Jan-2025,,269.25,270.45,-1.1999999999999886,-0.4437049362174112,30438000,30276000,162000,0.535077288941736,Short Build-up
FUTSTK,BANDHANBNK,30-Jan-2025,,151.77,151.58,0.18999999999999773,0.1253463517614446,87049200,87763200,-714000,-0.8135528330781011,Short Covering
FUTSTK,AMBUJACEM,30-Jan-2025,,536.95,540.7,-3.75,-0.6935454041057888,34614000,34913700,-299700,-0.8584022890727708,Long Unwinding
FUTSTK,EICHERMOT,30-Jan-2025,,5022.9,5053.35,-30.450000000000728,-0.6025705719968085,3592925,3646650,-53725,-1.473269987522795,Long Unwinding
FUTSTK,SUPREMEIND,30-Jan-2025,,4205.35,4337.35,-132.0,-3.0433329106482065,797250,713625,83625,11.718339464004204,Short Build-up
FUTSTK,SRF,30-Jan-2025,,2614.8,2592.35,22.450000000000273,0.8660096051844957,5046750,4996125,50625,1.013285296104481,Long Build-up
FUTSTK,RECLTD,30-Jan-2025,,483.8,486.0,-2.1999999999999886,-0.45267489711933917,49056000,49648000,-592000,-1.192394456977119,Long Unwinding
FUTSTK,AXISBANK,30-Jan-2025,,994.4,1041.55,-47.14999999999998,-4.52690701358552,80712500,80260625,451875,0.5630095703839835,Short Build-up
FUTSTK,JSL,30-Jan-2025,,636.35,626.75,9.600000000000023,1.531711208615879,2851225,2934150,-82925,-2.826201796090861,Short Covering
FUTSTK,GRASIM,30-Jan-2025,,2376.8,2354.55,22.25,0.9449788706971607,12057000,12059750,-2750,-0.02280312610128734,Short Covering
FUTSTK,MRF,30-Jan-2025,,114084.5,114574.0,-489.5,-0.427234800216454,61485,62025,-540,-0.8706166868198308,Long Unwinding
FUTSTK,MAXHEALTH,30-Jan-2025,,1029.45,1051.4,-21.950000000000045,-2.087692600342405,6379800,6094725,285075,4.677405461280041,Short Build-up
FUTSTK,HDFCAMC,30-Jan-2025,,4033.3,4095.0,-61.69999999999982,-1.5067155067155023,2994600,2985000,9600,0.32160804020100503,Short Build-up
FUTSTK,GODREJCP,30-Jan-2025,,1188.5,1151.1,37.40000000000009,3.249066110676752,11801000,12876500,-1075500,-8.352424960198812,Short Covering
FUTIDX,MIDCPNIFTY,30-Jan-2025,,12245.15,12223.35,21.799999999999272,0.17834717978295042,2450500,2319500,131000,5.647768915714594,Long Build-up
FUTIDX,NIFTYNXT50,30-Jan-2025,,65270.7,64651.2,619.5,0.9582188729675551,20940,20600,340,1.650485436893204,Long Build-up
FUTIDX,BANKNIFTY,30-Jan-2025,,48685.65,49443.95,-758.2999999999956,-1.5336557859960533,2428485,2379795,48690,2.0459745482278935,Short Build-up
FUTSTK,JSWENERGY,30-Jan-2025,,569.2,570.8,-1.599999999999909,-0.28030833917307446,10736250,11070000,-333750,-3.0149051490514904,Long Unwinding
FUTSTK,CUMMINSIND,30-Jan-2025,,2936.3,2935.9,0.40000000000009095,0.013624442249398513,3926250,3925500,750,0.019105846388995033,Long Build-up
FUTSTK,PRESTIGE,30-Jan-2025,,1472.15,1452.0,20.15000000000009,1.3877410468319622,2863250,2869100,-5850,-0.20389669234254643,Short Covering
FUTIDX,NIFTY,30-Jan-2025,,23267.2,23377.55,-110.34999999999854,-0.472034066871843,14032150,13500850,531300,3.93530777691775,Short Build-up
