INSTRUMENT,SYMBOL,EXPIRY_DT,OPTION_TYP,CLOSE,OPEN_INT,CHG_IN_OI
FUTSTK,KEI,30-Jan-2025,,4506.55,404400,10200
FUTSTK,DIVISLAB,30-Jan-2025,,6184.85,3176800,8800
FUTSTK,MRF,30-Jan-2025,,130087.65,60205,1295
FUTSTK,DMART,30-Jan-2025,,3617.05,2892150,177900
FUTSTK,ASIANPAINT,30-Jan-2025,,2351.7,13129800,-327800
FUTSTK,OIL,30-Jan-2025,,466.2,8009825,877200
FUTSTK,CAMS,30-Jan-2025,,5198.25,482375,37250
FUTSTK,NAVINFLUOR,30-Jan-2025,,3323.8,1506400,24150
FUTSTK,DRREDDY,30-Jan-2025,,1380.7,12024375,246875
FUTSTK,PIDILITIND,30-Jan-2025,,2945.0,3006750,-9000
FUTSTK,DEEPAKNTR,30-Jan-2025,,2528.0,1658700,19500
FUTSTK,VOLTAS,30-Jan-2025,,1839.85,7330500,-108900
FUTSTK,APOLLOHOSP,30-Jan-2025,,7464.3,1727625,23375
FUTSTK,ADANIENT,30-Jan-2025,,2611.25,16908900,121500
FUTSTK,HINDCOPPER,30-Jan-2025,,251.42,38281900,-74200
FUTSTK,UBL,30-Jan-2025,,2121.95,1442400,74400
FUTSTK,ABCAPITAL,30-Jan-2025,,184.78,59756400,-945000
FUTSTK,NTPC,30-Jan-2025,,339.6,123031500,466500
FUTSTK,IRCTC,30-Jan-2025,,799.7,15476125,-304500
FUTSTK,PEL,30-Jan-2025,,1131.7,9489000,-267000
FUTSTK,SBILIFE,30-Jan-2025,,1428.8,12094500,73125
FUTSTK,HAL,30-Jan-2025,,4264.25,9588900,147600
FUTSTK,COALINDIA,30-Jan-2025,,395.1,55081950,-1997100
FUTSTK,ABBOTINDIA,30-Jan-2025,,30137.7,80100,-520
FUTSTK,INDHOTEL,30-Jan-2025,,885.7,16085000,184000
FUTSTK,INDUSINDBK,30-Jan-2025,,996.8,55021500,-941500
FUTSTK,BERGEPAINT,30-Jan-2025,,460.55,9067080,-278520
FUTSTK,MARUTI,30-Jan-2025,,11879.75,3283400,174600
FUTSTK,ALKEM,30-Jan-2025,,5611.45,1051600,-2600
FUTSTK,ACC,30-Jan-2025,,2083.65,4237500,120300
FUTSTK,GLENMARK,30-Jan-2025,,1646.4,2646150,-15600
FUTSTK,M&MFIN,30-Jan-2025,,274.45,31038000,-428000
FUTSTK,SUPREMEIND,30-Jan-2025,,4733.1,497250,20875
FUTSTK,JSL,30-Jan-2025,,688.75,2201000,29450
FUTSTK,APOLLOTYRE,30-Jan-2025,,527.05,13421500,-18700
FUTSTK,HDFCAMC,30-Jan-2025,,4297.85,3000150,23700
FUTSTK,GODREJCP,30-Jan-2025,,1100.9,12590000,-350500
FUTSTK,METROPOLIS,30-Jan-2025,,2059.4,1578000,8000
FUTSTK,CANBK,30-Jan-2025,,101.77,263877750,3273750
FUTSTK,TATASTEEL,30-Jan-2025,,138.93,225868500,1358500
FUTSTK,LT,30-Jan-2025,,3729.65,15033450,-180900
FUTSTK,AUBANK,30-Jan-2025,,569.3,26193000,-387000
FUTSTK,COFORGE,30-Jan-2025,,9757.45,2364675,-74850
FUTSTK,TATAPOWER,30-Jan-2025,,398.2,86691600,1984500
FUTSTK,SUNPHARMA,30-Jan-2025,,1888.65,16057650,-172200
FUTSTK,TORNTPHARM,30-Jan-2025,,3452.55,1831750,-70500
FUTSTK,SBICARD,30-Jan-2025,,705.35,20145600,-644800
FUTSTK,KPITTECH,30-Jan-2025,,1490.5,1490400,39600
FUTSTK,ICICIGI,30-Jan-2025,,1846.65,6455500,-48500
FUTSTK,ULTRACEMCO,30-Jan-2025,,11849.15,2475700,72350
FUTSTK,TVSMOTOR,30-Jan-2025,,2518.45,8961750,140700
FUTSTK,JKCEMENT,30-Jan-2025,,4764.35,888125,56125
FUTSTK,BIOCON,30-Jan-2025,,374.6,29550000,-100000
FUTSTK,BAJFINANCE,30-Jan-2025,,7416.5,10202500,119000
FUTSTK,LUPIN,30-Jan-2025,,2408.75,7008250,101150
FUTSTK,ASTRAL,30-Jan-2025,,1657.4,4624934,163315
FUTSTK,MAXHEALTH,30-Jan-2025,,1163.35,4081350,-6300
FUTSTK,SRF,30-Jan-2025,,2237.5,5850000,84750
FUTSTK,ICICIBANK,30-Jan-2025,,1297.3,79786700,-5709900
FUTSTK,JSWSTEEL,30-Jan-2025,,918.0,30235275,423900
FUTIDX,NIFTYNXT50,30-Jan-2025,,69447.6,12860,12860
FUTIDX,MIDCPNIFTY,30-Jan-2025,,13152.9,1934400,1934400
FUTIDX,BANKNIFTY,30-Jan-2025,,51860.2,2259795,2259795
FUTSTK,JSWENERGY,30-Jan-2025,,645.45,8305500,248250
FUTSTK,CUMMINSIND,30-Jan-2025,,3282.15,3714300,304350
FUTSTK,PRESTIGE,30-Jan-2025,,1666.2,2429700,-22100
FUTIDX,NIFTY,30-Jan-2025,,24282.65,12424650,-845800
